pdb_id,entity_id,journal,journal_volume,journal_first_page,journal_last_page,citation_title,citation_doi,journal_page,citation_year,pubmed_id,citation_authors,status,revision_date,release_date,processing_site,deposition_site,deposition_date,superseded_by,obsoletes,pfam_accession,pfam_name,pfam_clan_name,pfam_description,interpro_accession,interpro_name,cath_code,cath_class,cath_architecture,cath_topology,cath_homologous_superfamily,ec_number,enzyme_name,enzyme_systematic_name,ec_hierarchy_name,go_id,biological_process,biological_function,biological_cell_component,scop_class,scop_fold,scop_superfamily,scop_family,uniprot_accession,uniprot_id,uniprot_coverage,bmrb_id,emdb_id,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph
1f6y,1,Structure,8,,,Crystal structure of a methyltetrahydrofolate- and corrinoid-dependent methyltransferase.,10.1016/S0969-2126(00)00172-6,817-30,2000,10997901,"Doukov\, T.,Seravalli\, J.,Stezowski\, J.J.,Ragsdale\, S.W.",REL,2018-01-31T01:00:00Z,2000-08-31T01:00:00Z,RCSB,RCSB,2000-06-23T01:00:00Z,,,PF00809,Pterin_bind,TIM_barrel,Pterin binding enzyme,"IPR000489,IPR011005","Pterin-binding domain,Dihydropteroate synthase-like",3.20.20.20,Alpha Beta,Alpha-Beta Barrel,TIM Barrel,Dihydropteroate (DHP) synthetase,2.1.1.258,5-methyltetrahydrofolate:corrinoid/iron-sulfur protein Co-methyltransferase,5-methyltetrahydrofolate:corrinoid/iron-sulfur protein methyltransferase,"Transferases,Transferring one-carbon groups,Methyltransferases,5-methyltetrahydrofolate:corrinoid/iron-sulfur protein Co-methyltransferase","GO:0015977,GO:0042558,GO:0044237,GO:0032259,GO:0005509,GO:0005515,GO:0102036,GO:0008168,GO:0046872,GO:0031419,GO:0016740","carbon fixation,pteridine-containing compound metabolic process,cellular metabolic process,methylation","calcium ion binding,protein binding,methyltetrahydrofolate:corrinoid/iron-sulfur protein methyltransferase activity,methyltransferase activity,metal ion binding,cobalamin binding,transferase activity",,Alpha and beta proteins (a/b),TIM beta/alpha-barrel,Dihydropteroate synthetase-like,Methyltetrahydrofolate-utiluzing methyltransferases,Q46389,ACSE_MOOTH,"1.0,1.0",,,X-ray diffraction,y,MAD CRYSTAL STRUCTURE ANALYSIS OF METHYLTETRAHYDROFOLATE: CORRINOID/IRON-SULFUR PROTEIN METHYLTRANSFERASE (METR),"Ragsdale\, S.W.,Stezowski\, J.J.,Doukov\, T.I.,Seravalli\, J.",Engineered,Image plate,RIGAKU RAXIS IV,,Rotating anode,Single wavelength,AB INITIO PHASING,,P 21 21 21,,,,,,,,,"POLYETHYLENE GLYCOL MONOMETHYL ETHER 5000,GLYCEROL,HEPES,CALCIUM CHLORIDE",7.5
5owg,1,FEBS J.,285,,,Evolution and molecular mechanism of four-electron reducing ferredoxin-dependent bilin reductases from oceanic phages.,10.1111/febs.14341,339-356,2017,29156487,"Ledermann\, B.,Schwan\, M.,Sommerkamp\, J.A.,Hofmann\, E.,Beja\, O.,Frankenberg-Dinkel\, N.",REL,2018-01-31T01:00:00Z,2017-11-29T01:00:00Z,PDBE,PDBE,2017-09-01T01:00:00Z,,,,,,,IPR009249,Ferredoxin-dependent bilin reductase,,,,,,,,,,,,,,,,,,,,,,,X-ray diffraction,y,Structure of PcyX_EBK42635,"Ledermann\, B.,Sommerkamp\, J.A.,Hofmann\, E.,Frankenberg-Dinkel\, N.",Engineered,Pixel,DECTRIS PILATUS 6M-F,ID30B,Synchrotron,Single wavelength,SAD,,P 32 2 1,,ESRF,,,,,,,,
1xof,1,Structure,13,,,"Design of a heterospecific, tetrameric, 21-residue miniprotein with mixed alpha/beta structure.",10.1016/j.str.2004.12.009,225-34,2005,15698566,"Ali\, M.H.,Taylor\, C.M.,Grigoryan\, G.,Allen\, K.N.,Imperiali\, B.,Keating\, A.E.",REL,2018-01-31T01:00:00Z,2005-02-01T01:00:00Z,RCSB,RCSB,2004-10-06T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-ray diffraction,y,Heterooligomeric Beta Beta Alpha Miniprotein,"Grigoryan\, G.,Keating\, A.E.,Ali\, M.H.,Taylor\, C.M.,Imperiali\, B.,Allen\, K.N.",Synthetic,Image plate,RIGAKU RAXIS IV,,Rotating anode,Single wavelength,MOLECULAR REPLACEMENT,,P 31 2 1,,,,,,,,,"SODIUM HEPES,2-PROPANOL,POLYETHYLENE GLYCOL 4000","7.5,7.2"
4zc7,1,Nucleic Acids Res.,43,,,Structural basis for selective targeting of leishmanial ribosomes: aminoglycoside derivatives as promising therapeutics.,10.1093/nar/gkv821,8601-8613,2015,26264664,"Shalev\, M.,Rozenberg\, H.,Smolkin\, B.,Nasereddin\, A.,Kopelyanskiy\, D.,Belakhov\, V.,Schrepfer\, T.,Schacht\, J.,Jaffe\, C.L.,Adir\, N.,Baasov\, T.",REL,2018-01-31T01:00:00Z,2015-08-26T01:00:00Z,PDBE,RCSB,2015-04-15T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-ray diffraction,y,Paromomycin bound to a leishmanial ribosomal A-site,"Adir\, N.,Rozenberg\, H.,Jaffe\, C.L.,Shalev\, M.,Baasov\, T.",Synthetic,CCD,ADSC QUANTUM 315r,ID14-4,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 1,,ESRF,,,,MR,,,,
6eu2,12,Nature,553,,,Structural basis of RNA polymerase III transcription initiation.,10.1038/nature25441,301-306,2018,29345637,"Abascal-Palacios\, G.,Ramsay\, E.P.,Beuron\, F.,Morris\, E.,Vannini\, A.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-10-27T01:00:00Z,,,PF03604,DNA_RNApol_7kD,Zn_Beta_Ribbon,"DNA directed RNA polymerase\, 7 kDa subunit",,,,,,,,,,,,,,,,,,,,P40422,RPAB4_YEAST,1.0,,emd-3957,Electron Microscopy,,Apo RNA Polymerase III - open conformation (oPOL3),"Morris\, E.,Abascal-Palacios\, G.,Beuron\, F.,Ramsay\, E.P.,Vannini\, A.",Natural,,,,,,,,P 1,,,,,,,,,,
6f1u,5,Nature,,,,Cryo-EM shows how dynactin recruits two dyneins for faster movement,10.1038/nature25462,,2018,,"Urnavicius\, L.,Lau\, C.K.,Elshenawy\, M.M.,Morales-Rios\, E.,Motz\, C.,Yildiz\, A.,Carter\, A.P.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-23T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,F1SL58,F1SL58_PIG,0.06,,"emd-4168,emd-4169",Electron Microscopy,,N terminal region of dynein tail domains in complex with dynactin filament and BICDR-1,"Yildiz\, A.,Carter\, A.P.,Urnavicius\, L.,Lau\, C.K.,Morales-Rios\, E.,Elshenawy\, M.M.,Motz\, C.",Natural,,,,,,,,P 1,,,,,,,,,,
1d6y,1,Science,286,,,Visualization of dioxygen bound to copper during enzyme catalysis.,10.1126/science.286.5445.1724,1724-8,1999,10576737,"Wilmot\, C.M.,Hajdu\, J.,McPherson\, M.J.,Knowles\, P.F.,Phillips\, S.E.",REL,2018-01-31T01:00:00Z,2000-02-02T01:00:00Z,RCSB,RCSB,1999-10-16T01:00:00Z,,,"PF01179,PF02728,PF02727,PF07833","Cu_amine_oxid,Cu_amine_oxidN3,Cu_amine_oxidN2,Cu_amine_oxidN1","CuAO_N2_N3,CuAO_N2_N3","Copper amine oxidase\, enzyme domain,Copper amine oxidase\, N3 domain,Copper amine oxidase\, N2 domain,Copper amine oxidase N-terminal domain","IPR015800,IPR012854,IPR036460,IPR000269,IPR015802,IPR036582,IPR016182,IPR015798","Copper amine oxidase\, N2-terminal,Copper amine oxidase-like\, N-terminal,Copper amine oxidase\, catalytic domain superfamily,Copper amine oxidase,Copper amine oxidase\, N3-terminal,Copper amine oxidase-like\, N-terminal domain superfamily,Copper amine oxidase\, N-terminal,Copper amine oxidase\, catalytic domain","3.30.457.10,2.70.98.20,3.10.450.40","Alpha Beta,Mainly Beta,Alpha Beta","2-Layer Sandwich,Distorted Sandwich,Roll","Copper Amine Oxidase; Chain A\, domain 1,Beta-galactosidase; Chain A\, domain 5,Nuclear Transport Factor 2; Chain: A\,","Copper Amine Oxidase; Chain A\, domain 1,Copper amine oxidase\, Domain 3,Nuclear Transport Factor 2; Chain: A\,",1.4.3.21,Primary-amine oxidase,Primary-amine:oxygen oxidoreductase (deaminating),"Oxidoreductases,Acting on the CH-NH(2) group of donors,With oxygen as acceptor,Primary-amine oxidase","GO:0009308,GO:0019607,GO:0055114,GO:0006559,GO:0005509,GO:0052595,GO:0052594,GO:0008131,GO:0046872,GO:0052596,GO:0048038,GO:0016491,GO:0052593,GO:0005507,GO:0042597","amine metabolic process,phenylethylamine catabolic process,oxidation-reduction process,L-phenylalanine catabolic process","calcium ion binding,aliphatic-amine oxidase activity,aminoacetone:oxygen oxidoreductase(deaminating) activity,primary amine oxidase activity,metal ion binding,phenethylamine:oxygen oxidoreductase (deaminating) activity,quinone binding,oxidoreductase activity,tryptamine:oxygen oxidoreductase (deaminating) activity,copper ion binding",periplasmic space,"All beta proteins,Alpha and beta proteins (a+b),Alpha and beta proteins (a+b)","Supersandwich,N domain of copper amine oxidase-like,Cystatin-like","Amine oxidase catalytic domain,Copper amine oxidase\, domain N,Amine oxidase N-terminal region","Amine oxidase catalytic domain,Copper amine oxidase\, domain N,Amine oxidase N-terminal region",P46883,AMO_ECOLI,"1.0,1.0",,,X-ray diffraction,y,CRYSTAL STRUCTURE OF E. COLI COPPER-CONTAINING AMINE OXIDASE ANAEROBICALLY REDUCED WITH BETA-PHENYLETHYLAMINE AND COMPLEXED WITH NITRIC OXIDE.,"McPherson\, M.J.,Wilmot\, C.M.,Hajdu\, J.,Knowles\, P.F.,Phillips\, S.E.V.",Engineered,Image plate,MARRESEARCH,BM14,Synchrotron,Single wavelength,,,P 21 21 21,,ESRF,,,,,,,,
6eu2,2,Nature,553,,,Structural basis of RNA polymerase III transcription initiation.,10.1038/nature25441,301-306,2018,29345637,"Abascal-Palacios\, G.,Ramsay\, E.P.,Beuron\, F.,Morris\, E.,Vannini\, A.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-10-27T01:00:00Z,,,"PF04563,PF04560,PF04565,PF04561,PF00562,PF04567,PF04566","RNA_pol_Rpb2_1,RNA_pol_Rpb2_7,RNA_pol_Rpb2_3,RNA_pol_Rpb2_2,RNA_pol_Rpb2_6,RNA_pol_Rpb2_5,RNA_pol_Rpb2_4",LEF-8-like,"RNA polymerase beta subunit,RNA polymerase Rpb2\, domain 7,RNA polymerase Rpb2\, domain 3,RNA polymerase Rpb2\, domain 2,RNA polymerase Rpb2\, domain 6,RNA polymerase Rpb2\, domain 5,RNA polymerase Rpb2\, domain 4",,,,,,,,2.7.7.6,DNA-directed RNA polymerase,Nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),"Transferases,Transferring phosphorus-containing groups,Nucleotidyltransferases,DNA-directed RNA polymerase",,,,,,,,,P22276,RPC2_YEAST,1.0,,emd-3957,Electron Microscopy,,Apo RNA Polymerase III - open conformation (oPOL3),"Morris\, E.,Abascal-Palacios\, G.,Beuron\, F.,Ramsay\, E.P.,Vannini\, A.",Natural,,,,,,,,P 1,,,,,,,,,,
6f3a,20,Nature,,,,Cryo-EM shows how dynactin recruits two dyneins for faster movement,10.1038/nature25462,,2018,,"Urnavicius\, L.,Lau\, C.K.,Elshenawy\, M.M.,Morales-Rios\, E.,Motz\, C.,Yildiz\, A.,Carter\, A.P.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-28T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emd-2860,Electron Microscopy,,Cryo-EM structure of a single dynein tail domain bound to dynactin and BICD2N,"Yildiz\, A.,Carter\, A.P.,Urnavicius\, L.,Lau\, C.K.,Morales-Rios\, E.,Elshenawy\, M.M.,Motz\, C.",Natural,,,,,,,,P 1,,,,,,,,,,
5wa7,1,Sci Rep,7,,,"Protein-Structure Assisted Optimization of 4,5-Dihydroxypyrimidine-6-Carboxamide Inhibitors of Influenza Virus Endonuclease.",10.1038/s41598-017-17419-6,17139,2017,29215062,"Beylkin\, D.,Kumar\, G.,Zhou\, W.,Park\, J.,Jeevan\, T.,Lagisetti\, C.,Harfoot\, R.,Webby\, R.J.,White\, S.W.,Webb\, T.R.",REL,2018-01-31T01:00:00Z,2018-01-03T01:00:00Z,RCSB,RCSB,2017-06-25T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,C3W5S0,C3W5S0_I09A0,0.24,,,X-ray diffraction,y,Crystal structure of the influenza virus PA endonuclease in complex with inhibitor 9b (SRI-30101),"White\, S.W.,Kumar\, G.","Engineered,Engineered",CCD,MARMOSAIC 225 mm CCD,22-BM,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,I 4 2 2,,APS,,,,,,,,
6f3a,10,Nature,,,,Cryo-EM shows how dynactin recruits two dyneins for faster movement,10.1038/nature25462,,2018,,"Urnavicius\, L.,Lau\, C.K.,Elshenawy\, M.M.,Morales-Rios\, E.,Motz\, C.,Yildiz\, A.,Carter\, A.P.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-28T01:00:00Z,,,PF00132,Hexapep,HEXAPEP,Bacterial transferase hexapeptide (six repeats),,,,,,,,,,,,,,,,,,,,D0G6S1,D0G6S1_PIG,1.0,,emd-2860,Electron Microscopy,,Cryo-EM structure of a single dynein tail domain bound to dynactin and BICD2N,"Yildiz\, A.,Carter\, A.P.,Urnavicius\, L.,Lau\, C.K.,Morales-Rios\, E.,Elshenawy\, M.M.,Motz\, C.",Natural,,,,,,,,P 1,,,,,,,,,,
5lxl,1,Sci Rep,7,,,High affinity anchoring of the decoration protein pb10 onto the bacteriophage T5 capsid.,10.1038/srep41662,41662,2017,28165000,"Vernhes\, E.,Renouard\, M.,Gilquin\, B.,Cuniasse\, P.,Durand\, D.,England\, P.,Hoos\, S.,Huet\, A.,Conway\, J.F.,Glukhov\, A.,Ksenzenko\, V.,Jacquet\, E.,Nhiri\, N.,Zinn-Justin\, S.,Boulanger\, P.",REL,2018-01-31T01:00:00Z,2017-04-19T01:00:00Z,PDBE,PDBE,2016-09-22T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,Q6QGD6,DECO_BPT5,0.46,34047,,Solution NMR,y,NMR structure of the N-terminal domain of the Bacteriophage T5 decoration protein pb10,"Vernhes\, E.,Boulanger\, P.,Gilquin\, B.,Cuniasse\, P.,Zinn-Justin\, S.",Engineered,,,,,,,,,,,,,,,,,,
6f1u,8,Nature,,,,Cryo-EM shows how dynactin recruits two dyneins for faster movement,10.1038/nature25462,,2018,,"Urnavicius\, L.,Lau\, C.K.,Elshenawy\, M.M.,Morales-Rios\, E.,Motz\, C.,Yildiz\, A.,Carter\, A.P.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-23T01:00:00Z,,,PF04849,HAP1_N,,HAP1 N-terminal conserved region,,,,,,,,,,,,,,,,,,,,A0JNT9,BICL1_MOUSE,"1.0,1.0",,"emd-4168,emd-4169",Electron Microscopy,,N terminal region of dynein tail domains in complex with dynactin filament and BICDR-1,"Yildiz\, A.,Carter\, A.P.,Urnavicius\, L.,Lau\, C.K.,Morales-Rios\, E.,Elshenawy\, M.M.,Motz\, C.",Engineered,,,,,,,,P 1,,,,,,,,,,
6f3a,1,Nature,,,,Cryo-EM shows how dynactin recruits two dyneins for faster movement,10.1038/nature25462,,2018,,"Urnavicius\, L.,Lau\, C.K.,Elshenawy\, M.M.,Morales-Rios\, E.,Motz\, C.,Yildiz\, A.,Carter\, A.P.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-28T01:00:00Z,,,PF00022,Actin,Actin_ATPase,Actin,,,,,,,,,,,,,,,,,,,,F2Z5G5,F2Z5G5_PIG,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",,emd-2860,Electron Microscopy,,Cryo-EM structure of a single dynein tail domain bound to dynactin and BICD2N,"Yildiz\, A.,Carter\, A.P.,Urnavicius\, L.,Lau\, C.K.,Morales-Rios\, E.,Elshenawy\, M.M.,Motz\, C.",Natural,,,,,,,,P 1,,,,,,,,,,
5nzu,1,Elife,6,,,9Å structure of the COPI coat reveals that the Arf1 GTPase occupies two contrasting molecular environments.,10.7554/eLife.26691,,2017,28621666,"Dodonova\, S.O.,Aderhold\, P.,Kopp\, J.,Ganeva\, I.,Rohling\, S.,Hagen\, W.J.,Sinning\, I.,Wieland\, F.,Briggs\, J.A.",REL,2018-01-31T01:00:00Z,2017-06-28T01:00:00Z,PDBE,PDBE,2017-05-15T01:00:00Z,,,"PF06957,PF00400,PF12894,PF04053","COPI_C,WD40,ANAPC4_WD40,Coatomer_WDAD","TPR,Beta_propeller,Beta_propeller,Beta_propeller","Coatomer (COPI) alpha subunit C-terminus,WD domain\, G-beta repeat,Anaphase-promoting complex subunit 4 WD40 domain,Coatomer WD associated region","IPR020472,IPR019775,IPR016391,IPR006692,IPR010714,IPR024977,IPR001680,IPR015943,IPR017986,IPR036322","G-protein beta WD-40 repeat,WD40 repeat\, conserved site,Coatomer alpha subunit,Coatomer\, WD associated region,Coatomer\, alpha subunit\, C-terminal,Anaphase-promoting complex subunit 4\, WD40 domain,WD40 repeat,WD40/YVTN repeat-like-containing domain superfamily,WD40-repeat-containing domain,WD40-repeat-containing domain superfamily",,,,,,,,,,"GO:0016192,GO:0006888,GO:0006886,GO:0030157,GO:0006890,GO:0010469,GO:0006891,GO:0015031,GO:0005179,GO:0005198,GO:0030126,GO:0000139,GO:0005794,GO:0070062,GO:0030117,GO:0005615,GO:0016020,GO:0005576,GO:0031410,GO:0005737,GO:0030663","vesicle-mediated transport,ER to Golgi vesicle-mediated transport,intracellular protein transport,pancreatic juice secretion,retrograde vesicle-mediated transport\, Golgi to ER,regulation of receptor activity,intra-Golgi vesicle-mediated transport,protein transport","hormone activity,structural molecule activity","COPI vesicle coat,Golgi membrane,Golgi apparatus,extracellular exosome,membrane coat,extracellular space,membrane,extracellular region,cytoplasmic vesicle,cytoplasm,COPI-coated vesicle membrane",,,,,Q8CIE6,COPA_MOUSE,1.0,,emd-3723,Electron Microscopy,,The structure of the COPI coat linkage II,"Dodonova\, S.O.,Roehling\, S.,Sinning\, I.,Wieland\, F.,Hagen\, W.J.H.,Kopp\, J.,Ganeva\, I.,Briggs\, J.A.G.,Aderhold\, P.",Engineered,,,,,,,,,,,,,,,,,,
1k4k,1,Structure,10,,,Crystal structures of E. coli nicotinate mononucleotide adenylyltransferase and its complex with deamido-NAD.,10.1016/S0969-2126(01)00693-1,69-79,2002,11796112,"Zhang\, H.,Zhou\, T.,Kurnasov\, O.,Cheek\, S.,Grishin\, N.V.,Osterman\, A.",REL,2018-01-31T01:00:00Z,2002-10-08T01:00:00Z,RCSB,RCSB,2001-10-08T01:00:00Z,,,PF01467,CTP_transf_like,HUP,Cytidylyltransferase-like,"IPR014729,IPR005248,IPR004821","Rossmann-like alpha/beta/alpha sandwich fold,Nicotinate/nicotinamide nucleotide adenylyltransferase,Cytidyltransferase-like domain",3.40.50.620,Alpha Beta,3-Layer(aba) Sandwich,Rossmann fold,HUPs,2.7.7.18,Nicotinate-nucleotide adenylyltransferase,ATP:beta-nicotinate-D-ribonucleotide adenylyltransferase,"Transferases,Transferring phosphorus-containing groups,Nucleotidyltransferases,Nicotinate-nucleotide adenylyltransferase","GO:0034355,GO:0034628,GO:0009435,GO:0019363,GO:0009058,GO:0004515,GO:0003824,GO:0005524,GO:0016740,GO:0000166,GO:0016779,GO:0000309","NAD salvage,'de novo' NAD biosynthetic process from aspartate,NAD biosynthetic process,pyridine nucleotide biosynthetic process,biosynthetic process","nicotinate-nucleotide adenylyltransferase activity,catalytic activity,ATP binding,transferase activity,nucleotide binding,nucleotidyltransferase activity,nicotinamide-nucleotide adenylyltransferase activity",,Alpha and beta proteins (a/b),Adenine nucleotide alpha hydrolase-like,Nucleotidylyl transferase,Adenylyltransferase,P0A752,NADD_ECOLI,"1.0,1.0,1.0,1.0",,,X-ray diffraction,,Crystal structure of E. coli Nicotinic acid mononucleotide adenylyltransferase,"Kurnasov\, O.,Zhou\, T.,Grishin\, N.V.,Osterman\, A.L.,Cheek\, S.,Zhang\, H.",Engineered,Image plate,RIGAKU RAXIS IV,,Rotating anode,"Single wavelength,MAD",MAD,,P 1,,,,,,,,,,
1fbk,1,Nature,406,,,Molecular mechanism of vectorial proton translocation by bacteriorhodopsin.,10.1038/35020614,653-7,2000,10949309,"Subramaniam\, S.,Henderson\, R.",REL,2018-01-31T01:00:00Z,2000-08-09T01:00:00Z,RCSB,RCSB,2000-07-15T01:00:00Z,,,PF01036,Bac_rhodopsin,GPCR_A,Bacteriorhodopsin-like protein,"IPR001425,IPR018229","Archaeal/bacterial/fungal rhodopsins,Rhodopsin\, retinal binding site",1.20.1070.10,Mainly Alpha,Up-down Bundle,Rhopdopsin 7-helix transmembrane proteins,Rhopdopsin 7-helix transmembrane proteins,,,,,"GO:0006811,GO:0007602,GO:0018298,GO:0015992,GO:0034220,GO:0050896,GO:0009881,GO:0005216,GO:0016020,GO:0016021,GO:0005886","ion transport,phototransduction,protein-chromophore linkage,proton transport,ion transmembrane transport,response to stimulus","photoreceptor activity,ion channel activity","membrane,integral component of membrane,plasma membrane",Membrane and cell surface proteins and peptides,Family A G protein-coupled receptor-like,Family A G protein-coupled receptor-like,Bacteriorhodopsin-like,P02945,BACR_HALSA,0.95,,,Electron crystallography,,CRYSTAL STRUCTURE OF CYTOPLASMICALLY OPEN CONFORMATION OF BACTERIORHODOPSIN,"Henderson\, R.,Subramaniam\, S.",Natural,CCD,OTHER,,Electron microscope,Single wavelength,,,P 3,,,,,,,,,,
6f41,9,Nature,553,,,Molecular mechanism of promoter opening by RNA polymerase III.,10.1038/nature25440,295-300,2018,29345638,"Vorlander\, M.K.,Khatter\, H.,Wetzel\, R.,Hagen\, W.J.H.,Muller\, C.W.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-29T01:00:00Z,,,"PF02150,PF01096","RNA_POL_M_15KD,TFIIS_C","Zn_Beta_Ribbon,Zn_Beta_Ribbon","RNA polymerases M/15 Kd subunit,Transcription factor S-II (TFIIS)",,,,,,,,,,,,,,,,,,,,Q04307,RPC10_YEAST,1.0,,"emd-4181,emd-4180,emd-4182,emd-4183,emd-4184",Electron Microscopy,,RNA Polymerase III initially transcribing complex,"Khatter\, H.,Mueller\, C.W.,Hagen\, W.J.H.,Vorlaender\, M.K.,Wetzel\, R.",Natural,,,,,,,,P 1,,,,,,,,,,
4pp9,1,Bioorg. Med. Chem. Lett.,24,,,Discovery and optimization of indazoles as potent and selective interleukin-2 inducible T cell kinase (ITK) inhibitors.,10.1016/j.bmcl.2014.04.023,2448-52,2014,24767842,"Pastor\, R.M.,Burch\, J.D.,Magnuson\, S.,Ortwine\, D.F.,Chen\, Y.,De La Torre\, K.,Ding\, X.,Eigenbrot\, C.,Johnson\, A.,Liimatta\, M.,Liu\, Y.,Shia\, S.,Wang\, X.,Wu\, L.C.,Pei\, Z.",REL,2018-01-31T01:00:00Z,2014-06-04T01:00:00Z,RCSB,RCSB,2014-02-26T01:00:00Z,,,PF07714,Pkinase_Tyr,PKinase,Protein tyrosine kinase,"IPR008266,IPR001245,IPR000719,IPR011009,IPR017441,IPR020635","Tyrosine-protein kinase\, active site,Serine-threonine/tyrosine-protein kinase\, catalytic domain,Protein kinase domain,Protein kinase-like domain superfamily,Protein kinase\, ATP binding site,Tyrosine-protein kinase\, catalytic domain","1.10.510.10,3.30.200.20","Mainly Alpha,Alpha Beta","Orthogonal Bundle,2-Layer Sandwich","Transferase(Phosphotransferase); domain 1,Phosphorylase Kinase; domain 1","Transferase(Phosphotransferase) domain 1,Phosphorylase Kinase; domain 1",2.7.10.2,Non-specific protein-tyrosine kinase,ATP:[protein]-L-tyrosine O-phosphotransferase (non-specific),"Transferases,Transferring phosphorus-containing groups,Protein-tyrosine kinases,Non-specific protein-tyrosine kinase","GO:0006468,GO:0005524,GO:0004713,GO:0004672",protein phosphorylation,"ATP binding,protein tyrosine kinase activity,protein kinase activity",,,,,,Q08881,ITK_HUMAN,"0.43,0.43",,,X-ray diffraction,y,ITK kinase domain with compound 1 (N-[1-(3-CYANOBENZYL)-1H-PYRAZOL-4-YL]-2H-INDAZOLE-3-CARBOXAMIDE),"Eigenbrot\, C.,Shia\, S.",Engineered,CCD,ADSC QUANTUM 315r,5.0.2,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 1 21 1,,ALS,,,,,,,,
1d0n,1,Cell,90,,,"The crystal structure of plasma gelsolin: implications for actin severing, capping, and nucleation.",10.1016/S0092-8674(00)80527-9,661-70,1997,9288746,"Burtnick\, L.D.,Koepf\, E.K.,Grimes\, J.,Jones\, E.Y.,Stuart\, D.I.,McLaughlin\, P.J.,Robinson\, R.C.",REL,2018-01-31T01:00:00Z,1999-09-15T01:00:00Z,RCSB,RCSB,1999-09-13T01:00:00Z,,,PF00626,Gelsolin,ADF,Gelsolin repeat,"IPR007122,IPR007123,IPR030004,IPR029006","Villin/Gelsolin,Gelsolin-like domain,Gelsolin,ADF-H/Gelsolin-like domain superfamily",3.40.20.10,Alpha Beta,3-Layer(aba) Sandwich,Severin,Severin,,,,,"GO:0051016,GO:0045010,GO:0051693,GO:0051014,GO:0030030,GO:0060271,GO:0005509,GO:0046872,GO:0051015,GO:0003779,GO:0005856,GO:0005737","barbed-end actin filament capping,actin nucleation,actin filament capping,actin filament severing,cell projection organization,cilium assembly","calcium ion binding,metal ion binding,actin filament binding,actin binding","cytoskeleton,cytoplasm",Alpha and beta proteins (a+b),Gelsolin-like,Actin depolymerizing proteins,Gelsolin-like,Q28372,GELS_HORSE,"1.0,1.0",,,X-ray diffraction,y,THE CRYSTAL STRUCTURE OF CALCIUM-FREE EQUINE PLASMA GELSOLIN.,"Robinson\, R.,Burtnick\, L.D.,Li\, C.",Natural,Image plate,MARRESEARCH,PX9.6,Synchrotron,Single wavelength,,,P 4 21 2,,SRS,,,,,,,,
6f41,4,Nature,553,,,Molecular mechanism of promoter opening by RNA polymerase III.,10.1038/nature25440,295-300,2018,29345638,"Vorlander\, M.K.,Khatter\, H.,Wetzel\, R.,Hagen\, W.J.H.,Muller\, C.W.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-11-29T01:00:00Z,,,PF03874,RNA_pol_Rpb4,HRDC-like,RNA polymerase Rpb4,,,,,,,,,,,,,,,,,,,,P47076,RPC9_YEAST,1.0,,"emd-4181,emd-4180,emd-4182,emd-4183,emd-4184",Electron Microscopy,,RNA Polymerase III initially transcribing complex,"Khatter\, H.,Mueller\, C.W.,Hagen\, W.J.H.,Vorlaender\, M.K.,Wetzel\, R.",Natural,,,,,,,,P 1,,,,,,,,,,
